county,pop_2022,log_population,pct_pov_2021
Sunflower County,24811,10.11904238,38.7
Tallahatchie County,12035,9.39557435,33.7
Tate County,28296,10.25047573,14.9
Tippah County,21431,9.972593751,19
Tishomingo County,18619,9.831937844,15.7
Tunica County,9458,9.154616223,26.6
Union County,28125,10.24441414,14.1
Walthall County,13761,9.529593783,23.7
Warren County,42649,10.66075911,20.7
Washington County,42514,10.65758871,28.1
Wayne County,19681,9.887408982,22.5
Webster County,9993,9.209640127,16.5
Wilkinson County,8143,9.004913941,32.4
Winston County,17543,9.772410289,22.2
Yalobusha County,12364,9.422544303,22.3
Yazoo County,25948,10.16384981,31.3
Adair County,25165,10.13320942,23.9
Andrew County,18003,9.79829369,8.7
Atchison County,5182,8.552946361,12.5
Audrain County,24434,10.10373088,16.3
Barry County,34926,10.46098682,19
Barton County,11694,9.366831169,15.5
Bates County,16177,9.691345759,13.7
Benton County,20224,9.914625297,15.6
Bollinger County,10518,9.260843354,15
Boone County,187690,12.14254694,16.6
Buchanan County,82911,11.32552302,18.6
Butler County,42179,10.64967775,19.9
Caldwell County,8933,9.097507564,13.2
Callaway County,44762,10.70911484,10.5
Camden County,43768,10.68665824,13.2
Cape Girardeau County,82899,11.32537828,12.4
Carroll County,8423,9.038721338,12.1
Carter County,5268,8.569406063,20.4
Cass County,110394,11.61181106,7.3
Cedar County,14601,9.588845299,18.2
Chariton County,7386,8.907341595,11.8
Christian County,93114,11.44157983,8.3
Clark County,6723,8.813289762,13
Clay County,257033,12.45695976,8.1
Clinton County,21328,9.967776042,10.1
Cole County,76969,11.25115802,11.6
Cooper County,16772,9.727466108,12.5
Crawford County,22659,10.0283124,15.8
Dade County,7660,8.943767263,15.2
Dallas County,17626,9.777130364,16.6
Daviess County,8435,9.040144995,12.9
DeKalb County,11336,9.335738781,13.3
Dent County,14467,9.579625473,16.4
Douglas County,11975,9.390576422,20.5
Dunklin County,27406,10.21851725,22.3
Franklin County,105879,11.57005221,9.6
Gasconade County,14768,9.600217957,11.3
Gentry County,6253,8.740816628,14.1
Greene County,303293,12.62245461,13.2
Grundy County,9838,9.194007717,16.7
Harrison County,8199,9.011767475,15.1
Henry County,22438,10.01851123,14.5
Hickory County,8630,9.062999784,18.1
Holt County,4262,8.357493813,13.9
Howard County,10168,9.227000813,12.2
Howell County,40631,10.6122866,18.4
Iron County,9414,9.149953222,18.6
Jackson County,716531,13.48217679,13.1
Jasper County,124075,11.7286415,16.8
Jefferson County,229336,12.34294346,8.7
Johnson County,54368,10.90353102,11.7
Knox County,3776,8.236420527,17.1
Laclede County,36313,10.49993108,15.7
Lafayette County,32961,10.40308032,10.5
Lawrence County,38683,10.56315551,14.6
Lewis County,9891,9.199380532,14.9
Lincoln County,63155,11.0533473,9.3
Linn County,11820,9.377548291,14.7
Livingston County,14402,9.575122365,13.8
McDonald County,23588,10.06849339,17.8
Macon County,15049,9.619066823,13.7
Madison County,12753,9.453521817,13.9
Maries County,8431,9.039670668,11.3
Marion County,28438,10.25548156,13.8
Mercer County,3437,8.142354277,13
Miller County,25403,10.14262256,15
Mississippi County,11688,9.366317953,23.2
Moniteau County,15220,9.630365631,11.4
Monroe County,8652,9.065545787,15
Montgomery County,11470,9.34749021,13.2
Morgan County,21785,9.988976939,17.6
New Madrid County,15695,9.661097469,22.1
Newton County,60011,11.00228316,15.1
Nodaway County,20670,9.936438653,15.2
Oregon County,8732,9.074749718,21.2
Osage County,13399,9.502935356,8.4
Ozark County,8940,9.098290868,20.4
Pemiscot County,14841,9.6051489,23.7
Perry County,18858,9.844692506,10.1
Pettis County,43353,10.67713118,16.1
Phelps County,45313,10.72134925,18.1
Pike County,17664,9.779283949,16.6
Platte County,110534,11.61307844,6.9
Polk County,32693,10.39491627,15.3
Pulaski County,53941,10.89564614,12.7
Putnam County,4666,8.448057453,14.4
Ralls County,10420,9.251482315,9.8
Randolph County,24622,10.11139563,15.3
Ray County,23107,10.04789088,10.4
Reynolds County,6006,8.700514249,16.4
Ripley County,10703,9.278279355,23.4
St. Charles County,413803,12.93314529,5.3
St. Clair County,9576,9.167015247,18.2
Ste. Genevieve County,18644,9.833279657,10.3
St. Francois County,66969,11.1119851,18
St. Louis County,990414,13.80587832,10.5
Saline County,23007,10.0435538,13.7
Schuyler County,4002,8.294549515,13.1
Scotland County,4643,8.443115988,14.2
Scott County,37840,10.54112202,15.9
Shannon County,7193,8.88086361,21.5
Shelby County,5982,8.696510239,14.3
Stoddard County,28377,10.25333424,17.9
Stone County,32136,10.37773218,14.6
Sullivan County,5840,8.672486076,16.1
Taney County,56821,10.94766125,15.6
Texas County,25336,10.13998159,22
Vernon County,19651,9.885883507,19.3
Warren County,37260,10.52567564,7.9
Washington County,23441,10.0622419,19.4
Wayne County,10792,9.286560398,20
Webster County,40335,10.60497486,15
Worth County,1955,7.578145472,14
Wright County,19156,9.860371261,19.8
St. Louis city,286578,12.56576603,21.5
Beaverhead County,9719,9.181838012,12.7
Big Horn County,12851,9.461176908,25.7
Blaine County,6936,8.844480518,18.9
Broadwater County,7793,8.960981174,8.6
Carbon County,11179,9.321792297,9.2
Carter County,1382,7.231287004,13.1
Cascade County,84864,11.34880525,13
Chouteau County,5898,8.682368589,14.4
Custer County,12032,9.395325046,13.2
Daniels County,1628,7.395107547,11.2
Dawson County,8830,9.085910294,11.2
Deer Lodge County,9510,9.160099156,14.6
Fallon County,3011,8.010027528,8.9
Fergus County,11663,9.364176717,12
Flathead County,111814,11.62459206,9.5
Gallatin County,124857,11.73492436,8.8
Garfield County,1218,7.104965448,14.8
Glacier County,13681,9.523763288,24.6
Golden Valley County,835,6.727431725,16.6
Granite County,3502,8.161089513,11.7
Hill County,16068,9.684584995,16.9
Jefferson County,12826,9.45922964,7.4
Judith Basin County,2105,7.652070746,15.1
Lake County,32853,10.39979834,17.2
Lewis and Clark County,73832,11.20954752,9
Liberty County,1972,7.586803535,16.1
Lincoln County,21525,9.976970329,16.8
McCone County,1709,7.443663683,13.9
Madison County,9265,9.133999139,9.1
Meagher County,2013,7.607381426,15.3
Mineral County,5058,8.528726427,14.2
Missoula County,121041,11.70388461,12.9
Musselshell County,5197,8.555836815,15.8
Park County,17790,9.786391781,9.9
Petroleum County,524,6.261491684,12.9
Phillips County,4240,8.352318548,14.5
Pondera County,6078,8.712430973,17
Powder River County,1725,7.452982329,11.1
Powell County,7051,8.86092473,16.9
Prairie County,1107,7.009408933,13.7
Ravalli County,47298,10.76422329,9.5
Richland County,11237,9.326967184,9.1
Roosevelt County,10572,9.265964276,25.3
Rosebud County,8088,8.998136761,17.6
Sanders County,13442,9.506139413,14.7
Sheridan County,3564,8.178638789,11.8
Silver Bow County,36068,10.49316132,13
Stillwater County,9177,9.124455633,8.1
Sweet Grass County,3715,8.220133957,9.7
Teton County,6368,8.759040728,12.5
Toole County,5082,8.533460164,14.6
Treasure County,758,6.630683386,12.1
Valley County,7513,8.924390132,11.8
Wheatland County,2032,7.616775809,17.2
Wibaux County,919,6.823286122,11.1
Yellowstone County,169852,12.04268275,11.3
Adams County,30970,10.34077427,11.7
Antelope County,6293,8.747193184,10
Arthur County,433,6.070737728,13
Banner County,660,6.492239835,10.3
Blaine County,453,6.115892125,13.7
Boone County,5385,8.59137259,9.6
Box Butte County,10672,9.275378768,11.2
Boyd County,1741,7.46221494,14.1
Brown County,2872,7.96276393,10.9
Buffalo County,50586,10.83143014,10.7
Burt County,6755,8.81803825,10
Butler County,8427,9.039196116,8.3
Cass County,27122,10.20810049,6.4
Cedar County,8371,9.032528631,7.9
Chase County,3772,8.235360644,8.8
Cherry County,5464,8.605936401,11.1
Cheyenne County,9511,9.160204302,11.9
Clay County,6049,8.707648248,9.9
Colfax County,10444,9.25378293,8.3
Cuming County,8929,9.097059686,8.5
Custer County,10476,9.256842206,10.6
Dakota County,21042,9.954275719,10.4
Dawes County,8241,9.016876975,15.3
Dawson County,23884,10.08096406,10.7
Deuel County,1902,7.550661243,11.1
Dixon County,5464,8.605936401,8
Dodge County,36997,10.51859211,10.6
Douglas County,586327,13.28163293,11.7
Dundy County,1590,7.371489295,13.9
Fillmore County,5553,8.622093601,8.9
Franklin County,2873,7.963112059,13
Frontier County,2633,7.875879159,12
Furnas County,4575,8.428361978,11.9
Gage County,21583,9.979661247,12
Garden County,1837,7.515889085,15
Garfield County,1801,7.496097345,11.3
Gosper County,1808,7.499976541,8.6
Grant County,576,6.356107661,10
Greeley County,2227,7.708410667,13
Hall County,62097,11.03645296,12
Hamilton County,9429,9.151545325,6.7
Harlan County,3054,8.024207486,9.7
Hayes County,849,6.744059186,14
Hitchcock County,2598,7.862497197,13.2
Holt County,10043,9.214631153,10.9
Hooker County,686,6.530877628,7
Howard County,6515,8.78186249,8.1
Jefferson County,7154,8.87542692,9.7
Johnson County,5287,8.573006256,13.3
Kearney County,6690,8.808369153,7.7
Keith County,8269,9.020268862,11.6
Keya Paha County,787,6.668228248,19.3
Kimball County,3315,8.106212903,11.9
Knox County,8336,9.028338764,12.3
Lancaster County,324756,12.69082941,12
Lincoln County,33685,10.42480791,11.1
Logan County,675,6.514712691,9.9
Loup County,599,6.395261598,15.6
McPherson County,372,5.918893854,11.4
Madison County,35368,10.47356274,9.7
Merrick County,7721,8.951699168,9
Morrill County,4527,8.417814747,13.5
Nance County,3326,8.10952566,10.5
Nemaha County,7035,8.85865297,11.5
Nuckolls County,4041,8.304247465,9.9
Otoe County,16198,9.692643057,9.3
Pawnee County,2528,7.835183755,12.4
Perkins County,2829,7.947678571,9.4
Phelps County,8988,9.103645633,8.8
Pierce County,7332,8.900003609,10.1
Platte County,34296,10.44278401,7.8
Polk County,5166,8.549853974,6.6
Red Willow County,10573,9.266058861,10.9
Richardson County,7705,8.949624748,11.4
Rock County,1245,7.126890809,14
Saline County,14116,9.555064185,10.1
Sarpy County,196553,12.18868739,5.5
Saunders County,23118,10.04836681,7.3
Scotts Bluff County,35603,10.48018518,13.6
Seward County,17692,9.780867839,7.8
Sheridan County,4996,8.516392871,13.3
Sherman County,2980,7.999678579,11.1
Sioux County,1127,7.027314514,15.5
Stanton County,5717,8.651199471,7.1
Thayer County,4885,8.493924564,8.9
Thomas County,671,6.508769137,11.8
Thurston County,6507,8.780633799,19
Valley County,4073,8.312135108,11.4
Washington County,21167,9.960198644,6.3
Wayne County,9871,9.197356444,12.5
Webster County,3336,8.112527763,11.4
Wheeler County,785,6.665683718,11.2
York County,14354,9.571783928,8.5
Churchill County,25843,10.15979505,10.4
Clark County,2322985,14.65836355,15.1
Douglas County,49628,10.81231047,8
Elko County,54046,10.89759081,9.7
Esmeralda County,744,6.612041035,14.5
Eureka County,1863,7.529943371,10
Humboldt County,17272,9.756841972,10.6
Lander County,5766,8.659733878,11
Lincoln County,4482,8.407824654,13.9
Lyon County,61585,11.02817361,9.4
Mineral County,4525,8.417372856,17.5
Nye County,54738,10.91031345,14.9
Pershing County,6462,8.773694146,18.3
Storey County,4170,8.335671315,7
Washoe County,496745,13.11583209,11
White Pine County,8788,9.081142434,12.8
Carson City,58130,10.97043716,11.8
Belknap County,64781,11.07876763,7.6
Carroll County,52199,10.86281862,7.9
Cheshire County,77350,11.25609586,9.9
Coos County,31504,10.3578698,12.5
Grafton County,91126,11.41999844,8.6
Hillsborough County,426594,12.96358802,7.3
Merrimack County,156020,11.95773948,8.7
Rockingham County,319424,12.67427465,4.6
Strafford County,132275,11.79263837,8.9
Sullivan County,43958,10.69098991,9.1
Atlantic County,275638,12.52684369,15.1
Bergen County,952997,13.76736703,7.5
Burlington County,466103,13.05216192,7.6
Camden County,524907,13.17097638,12
Cape May County,95634,11.46828368,9
Cumberland County,151356,11.92738996,14.4
Essex County,849477,13.65237614,15.1
Gloucester County,306601,12.63330251,7.7
Hudson County,703366,13.46363266,15.9
Hunterdon County,129777,11.77357287,4.1
Mercer County,380688,12.84973542,10.4
Middlesex County,861418,13.66633515,8
Monmouth County,644098,13.37560617,7.4
Morris County,511151,13.14442032,5.6
Ocean County,655735,13.39351202,11.4
Passaic County,513936,13.14985402,14.1
Salem County,65117,11.08394093,12
Somerset County,346875,12.75671976,5.5
Sussex County,146084,11.89193708,6.1
Union County,569815,13.25306703,9.3
Warren County,110926,11.61661859,9.3
Bernalillo County,672508,13.41876929,15.2
Catron County,3827,8.249836485,19.8
Chaves County,63894,11.06498074,27.6
Cibola County,26950,10.20173858,26.4
Colfax County,12246,9.412954632,18.8
Curry County,47532,10.76915845,18.9
De Baca County,1693,7.434257382,19.6
Doï¿½ï¿½ï¿½ï¿½ï¿½ï,223337,12.31643712,19.3
Eddy County,60400,11.00874438,13.8
Grant County,27686,10.22868215,18.6
Guadalupe County,4310,8.368693183,25.8
Harding County,628,6.442540166,17.4
Hidalgo County,4003,8.294799359,24.1
Lea County,72452,11.19067955,18.8
Lincoln County,20411,9.92382925,18.4
Los Alamos County,19187,9.861988245,3.7
Luna County,25749,10.15615107,27.6
McKinley County,69830,11.153819,30.3
Mora County,4169,8.335431478,21.9
Otero County,68823,11.13929327,19.9
Quay County,8546,9.053218616,22.3
Rio Arriba County,40048,10.59783401,20.4
Roosevelt County,18934,9.848714527,21.1
Sandoval County,153501,11.94146236,9.4
San Juan County,120418,11.6987243,24.3
San Miguel County,26953,10.20184989,21.4
Santa Fe County,155664,11.95545512,12.3
Sierra County,11436,9.344521553,26.7
Socorro County,16115,9.687505794,22.2
Taos County,34580,10.45103076,18.6
Torrance County,15454,9.645623148,22.7
Union County,3980,8.289037098,19.5
Valencia County,78080,11.26548922,18.8
Albany County,315811,12.66289921,11.9
Allegany County,46694,10.75137096,14.6
Bronx County,1379946,14.13755493,26.4
Broome County,197117,12.19155274,14.1
Cattaraugus County,76439,11.24424832,16.1
Cayuga County,74998,11.22521673,14.8
Chautauqua County,126027,11.74425145,17.2
Chemung County,81426,11.30744991,14.9
Chenango County,46458,10.74630396,13.3
Clinton County,78753,11.27407165,15.1
Columbia County,61286,11.02330671,10.5
Cortland County,46126,10.73913206,11
Delaware County,44740,10.70862324,15.9
Dutchess County,297545,12.60332075,9.7
Erie County,950312,13.76454563,13.7
Essex County,36910,10.5162378,11.3
Franklin County,46373,10.74447267,16.7
Fulton County,52669,10.87178233,13.6
Genesee County,57535,10.96014874,9.6
Greene County,48061,10.78022632,11.7
Hamilton County,5118,8.540519017,9.6
Herkimer County,59822,10.99912877,13.3
Jefferson County,116637,11.66682183,12.4
Kings County,2590516,14.76736764,19.2
Lewis County,26699,10.19238139,12.6
Livingston County,61516,11.02705258,12
Madison County,67097,11.11389461,10.4
Monroe County,752035,13.53053814,13.3
Montgomery County,49623,10.81220971,15
Nassau County,1383726,14.14029042,6.1
New York County,1596273,14.28318209,17.4
Niagara County,210880,12.25904453,13
Oneida County,228846,12.34080457,14.2
Onondaga County,468249,13.05675548,14.2
Ontario County,112707,11.63254681,7.8
Orange County,405941,12.91396311,12.2
Orleans County,39318,10.57943771,16.1
Oswego County,118287,11.68086915,15.7
Otsego County,60636,11.01264406,13.8
Putnam County,98045,11.49318184,6.6
Queens County,2278029,14.63882115,13.6
Rensselaer County,159853,11.98200992,12.3
Richmond County,491133,13.10447025,11.9
Rockland County,339022,12.73382028,15.2
St. Lawrence County,107733,11.58741122,15
Saratoga County,238797,12.3833691,7.7
Schenectady County,160093,11.98351018,12.9
Schoharie County,30063,10.31105046,12.9
Schuyler County,17650,9.778491062,13.6
Seneca County,32882,10.40068067,13.4
Steuben County,92599,11.43603362,13.7
Suffolk County,1525465,14.23780984,6.4
Sullivan County,79658,11.28549775,17.1
Tioga County,47772,10.77419497,11.7
Tompkins County,104777,11.55958956,16.2
Ulster County,182319,12.11351318,11.3
Warren County,65599,11.09131573,10.2
Washington County,60841,11.01601918,12.3
Wayne County,91125,11.41998747,10
Westchester County,990427,13.80589144,9.4
Wyoming County,39666,10.58824968,9.4
Yates County,24451,10.10442639,10.6
Alamance County,176353,12.08024295,12.5
Alexander County,36512,10.50539625,12.6
Alleghany County,11185,9.322328874,17.8
Anson County,22202,10.00793765,21.2
Ashe County,27110,10.20765794,14.2
Avery County,17571,9.774005095,17
Beaufort County,44272,10.6981077,20.1
Bertie County,17240,9.754987544,20.7
Bladen County,29446,10.29031336,21.6
Brunswick County,153064,11.93861141,9.8
Buncombe County,273589,12.51938226,11.7
Burke County,87881,11.38373891,14.3
Cabarrus County,235797,12.37072654,9.4
Caldwell County,80492,11.29591308,14.8
Camden County,11088,9.313618721,8
Carteret County,69380,11.14735392,11.8
Caswell County,22614,10.02632446,20.7
Catawba County,163462,12.00433583,13.5
Chatham County,79864,11.28808047,12.2
Cherokee County,29512,10.29255224,13.9
Chowan County,13940,9.542517684,17.6
Clay County,11614,9.359966546,13.8
Cleveland County,100670,11.51960312,18
Columbus County,49885,10.81747564,23.4
Craven County,100874,11.52162749,12.6
Cumberland County,336699,12.72694464,15.8
Currituck County,31015,10.34222624,8.6
Dare County,37956,10.54418287,8.7
Davidson County,172586,12.05865094,13.6
Davie County,44090,10.69398828,9.7
Duplin County,48990,10.79937147,19.1
Durham County,332680,12.71493635,13.4
Edgecombe County,48301,10.78520754,22.4
Forsyth County,389157,12.87173814,14.3
Franklin County,74539,11.21907776,12.5
Gaston County,234215,12.36399478,14.9
Gates County,10383,9.247925132,13.5
Graham County,7980,8.98469369,17.1
Granville County,61903,11.03332392,14
Greene County,20211,9.91398229,23.3
Guilford County,546101,13.21055922,13.5
Halifax County,47848,10.7757846,27.3
Harnett County,138832,11.84101985,13.3
Haywood County,62609,11.04466432,13.7
Henderson County,118106,11.67933781,12
Hertford County,20875,9.94630755,24.5
Hoke County,53787,10.89278708,15.5
Hyde County,4576,8.428580533,21
Iredell County,195897,12.18534429,9.5
Jackson County,42955,10.66790834,18.7
Johnston County,234778,12.36639567,11.8
Jones County,9233,9.130539302,17.6
Lee County,65476,11.08943894,15.1
Lenoir County,54633,10.90839337,21.1
Lincoln County,93095,11.44137576,8.8
McDowell County,44753,10.70891376,14.5
Macon County,38065,10.5470505,14.2
Madison County,21768,9.98819628,15.3
Martin County,21508,9.976180238,20.1
Mecklenburg County,1145392,13.95125749,10.2
Mitchell County,15094,9.622052593,15
Montgomery County,25894,10.16176656,17.6
Moore County,105531,11.56676003,9.2
Nash County,95789,11.46990313,14.8
New Hanover County,234921,12.36700457,11.9
Northampton County,16779,9.727883383,23.6
Onslow County,207298,12.24191265,13.9
Orange County,150477,11.92156553,12.2
Pamlico County,12381,9.423918318,15.3
Pasquotank County,40938,10.61981401,15.4
Pender County,65737,11.09341721,10.8
Perquimans County,13210,9.488729398,15.5
Person County,39386,10.5811657,17.5
Pitt County,173542,12.06417492,21.6
Polk County,19986,9.902787307,12.3
Randolph County,146043,11.89165638,13.5
Richmond County,42778,10.66377923,26.2
Robeson County,116663,11.66704472,27.9
Rockingham County,91957,11.42907636,18.1
Rowan County,149645,11.9160211,17
Rutherford County,64963,11.08157316,17.5
Sampson County,59120,10.98732456,20.4
Scotland County,34162,10.43886919,24.4
Stanly County,64153,11.06902613,14.5
Stokes County,45175,10.71829912,13.1
Surry County,71403,11.17609516,16.1
Swain County,13967,9.544452683,17.4
Transylvania County,33355,10.41496297,12.5
Tyrrell County,3365,8.121183242,21.1
Union County,249070,12.42548926,7.7
Vance County,42138,10.64870523,20.8
Wake County,1175021,13.97679658,9.4
Warren County,18713,9.836973748,19.9
Washington County,10828,9.289890651,20.7
Watauga County,55089,10.91670534,21.8
Wayne County,117286,11.67237068,18.7
Wilkes County,65784,11.09413193,17.1
Wilson County,78449,11.27020401,18.8
Yadkin County,37463,10.53110906,12.7
Yancey County,18811,9.842197084,17.4
Adams County,2115,7.656810091,12
Barnes County,10758,9.283404943,11.2
Benson County,5770,8.66042736,26.3
Billings County,1018,6.925595197,10.8
Bottineau County,6376,8.76029622,11.2
Bowman County,2894,7.970394907,9
Burke County,2155,7.675546003,8.9
Burleigh County,99280,11.50569942,8.3
Cass County,192734,12.16906628,10.6
Cavalier County,3597,8.187855444,8
Dickey County,4923,8.50167338,11.2
Divide County,2187,7.690286021,10.8
Dunn County,4015,8.297792626,11
Eddy County,2314,7.746732908,11.7
Emmons County,3250,8.086410275,13.4
Foster County,3378,8.125039097,8.9
Golden Valley County,1744,7.463936604,12.7
Grand Forks County,72413,11.19014112,13.6
Grant County,2243,7.715569535,17.3
Griggs County,2252,7.719573989,10.7
Hettinger County,2406,7.785720897,14.4
Kidder County,2393,7.780303088,14.2
LaMoure County,4098,8.318254329,10.9
Logan County,1855,7.525639975,14.2
McHenry County,5189,8.554296279,11.9
McIntosh County,2475,7.813995675,13.8
McKenzie County,13908,9.540219493,9.1
McLean County,9824,9.19258365,10.6
Mercer County,8333,9.027978814,8
Morton County,33710,10.42554981,9.9
Mountrail County,9290,9.136693832,11.2
Nelson County,2995,8.004699511,10.4
Oliver County,1856,7.526178913,11.1
Pembina County,6763,8.819221858,9.7
Pierce County,3942,8.279443488,12.3
Ramsey County,11515,9.351405812,12.3
Ransom County,5640,8.637639344,8.9
Renville County,2220,7.705262475,8.5
Richland County,16580,9.715952429,10.1
Rolette County,11933,9.38706295,27.2
Sargent County,3795,8.24143969,9
Sheridan County,1295,7.166265974,16.5
Sioux County,3711,8.219056661,42.8
Slope County,672,6.510258341,12.8
Stark County,32803,10.39827525,10.1
Steele County,1788,7.488852956,8.5
Stutsman County,21487,9.97520338,11.7
Towner County,2064,7.632401127,11.4
Traill County,7958,8.981932991,9.9
Walsh County,10438,9.253208272,11.9
Ward County,68870,11.13997595,9.4
Wells County,3930,8.276394705,12.4
Williams County,38109,10.54820575,8.5
Adams County,27420,10.21902795,18.9
Allen County,101115,11.52401376,15.3
Ashland County,52181,10.86247372,10.9
Ashtabula County,97014,11.48261058,15.7
Athens County,58979,10.98493673,20.9
Auglaize County,45948,10.7352656,7.9
Belmont County,65509,11.08994282,15.9
Brown County,43680,10.68464561,16.8
Butler County,388420,12.86984251,11.6
Carroll County,26659,10.19088208,13.3
Champaign County,38709,10.56382741,10.6
Clark County,134831,11.81177742,16
Clermont County,210805,12.25868881,9.5
Clinton County,41964,10.64456739,12
Columbiana County,100511,11.51802245,16.7
Coshocton County,36571,10.50701086,13.9
Crawford County,41522,10.63397869,13.5
Cuyahoga County,1236041,14.02742409,16.2
Darke County,51529,10.84990003,10.4
Defiance County,38187,10.55025042,10.1
Delaware County,226296,12.32959916,4.1
Erie County,74501,11.21856783,12.6
Fairfield County,162898,12.00087952,8.2
Fayette County,28839,10.26948392,16.3
Franklin County,1321820,14.09452013,14.3
Fulton County,42171,10.64948806,8.1
Gallia County,29068,10.27739319,18
Geauga County,95469,11.46655687,6.2
Greene County,168456,12.03442987,10.3
Guernsey County,38098,10.54791707,15.2
Hamilton County,825037,13.62318351,15.7
Hancock County,74861,11.22338834,10
Hardin County,30416,10.32272406,16.9
Harrison County,14378,9.57345454,14.1
Henry County,27512,10.22237755,8.9
Highland County,43391,10.67800733,13.9
Hocking County,27858,10.23487546,16.5
Holmes County,44390,10.7007695,10.1
Huron County,58218,10.97194986,11.2
Jackson County,32586,10.39163803,17.7
Jefferson County,64330,11.07178136,17.2
Knox County,63183,11.05379056,12.5
Lake County,231842,12.35381138,7
Lawrence County,56653,10.94470022,17.2
Licking County,181359,12.10823377,11
Logan County,46040,10.73726586,10.1
Lorain County,316268,12.66434523,12.8
Lucas County,426643,12.96370288,17.4
Madison County,43540,10.68143533,13.4
Mahoning County,225636,12.32667836,19.3
Marion County,64642,11.07661963,15.8
Medina County,183512,12.12003534,6.1
Meigs County,21969,9.997387648,21.1
Mercer County,42348,10.65367647,7.3
Miami County,110247,11.61047858,8.2
Monroe County,13234,9.490544555,14.2
Montgomery County,533892,13.18794885,15.2
Morgan County,13668,9.522812613,16.4
Morrow County,35339,10.47274245,11.3
Muskingum County,86113,11.36341567,15.8
Noble County,14335,9.570459378,16.3
Ottawa County,39978,10.59608458,8.4
Paulding County,18757,9.839322295,10.3
Perry County,35480,10.47672444,13.9
Pickaway County,60023,11.0024831,10.2
Pike County,27005,10.20377731,19.2
Portage County,161745,11.9937763,12.4
Preble County,40596,10.61142482,11
Putnam County,34334,10.4438914,7.1
Richland County,125319,11.73861777,13.4
Ross County,76606,11.24643068,18.9
Sandusky County,58667,10.97963267,13.1
Scioto County,72194,11.18711222,23.9
Seneca County,54632,10.90837507,12
Shelby County,47671,10.77207853,10.7
Stark County,372657,12.8284137,12.8
Summit County,535882,13.19166927,12.5
Trumbull County,200643,12.20928249,15.5
Tuscarawas County,91937,11.42885884,12.4
Union County,66898,11.11092435,5.5
Van Wert County,28769,10.2670537,8.9
Vinton County,12565,9.43867045,19.3
Warren County,249778,12.4283278,5.9
Washington County,58901,10.98361335,13.6
Wayne County,116559,11.66615286,9.6
Williams County,36652,10.50922328,9
Wood County,131592,11.78746151,10.9
Wyandot County,21567,9.978919648,7.9
Adair County,19576,9.882059605,20.8
Alfalfa County,5637,8.637107288,16.4
Atoka County,14262,9.565353937,17.1
Beaver County,5016,8.520388082,11.6
Beckham County,22009,9.99920674,18.4
Blaine County,8409,9.03705784,18
Bryan County,48182,10.78274079,16.5
Caddo County,26198,10.17343835,26.1
Canadian County,169149,12.03853526,8.2
Carter County,48510,10.78952524,14.2
Cherokee County,48098,10.78099588,21.8
Choctaw County,14358,9.572062557,18.6
Cimarron County,2252,7.719573989,15.9
Cleveland County,299587,12.61016014,12.3
Coal County,5313,8.577911926,18.7
Comanche County,123046,11.72031355,19.2
Cotton County,5477,8.608312785,17.6
Craig County,14123,9.555559953,17.5
Creek County,72699,11.19408291,14.3
Custer County,27886,10.23588005,17
Delaware County,41413,10.63135012,18.1
Dewey County,4401,8.389587067,16.4
Ellis County,3657,8.204398418,12.9
Garfield County,61920,11.03359851,12.9
Garvin County,25713,10.15475198,15.6
Grady County,56658,10.94478847,13.4
Grant County,4124,8.324578845,14.1
Greer County,5547,8.62101252,23
Harmon County,2428,7.794823152,27.8
Harper County,3129,8.048468744,11.4
Haskell County,11641,9.362288628,21.5
Hughes County,13407,9.503532238,21.4
Jackson County,24556,10.1087115,14.9
Jefferson County,5389,8.592115118,24.2
Johnston County,10406,9.250137842,20.9
Kay County,43668,10.68437085,15.8
Kingfisher County,15293,9.635150486,10.7
Kiowa County,8345,9.029417836,20.6
Latimer County,9630,9.172638505,20
Le Flore County,48907,10.79767581,23.5
Lincoln County,34188,10.43962998,15.8
Logan County,51933,10.85770971,13.1
Love County,10218,9.23190615,15.3
McClain County,45306,10.72119475,9.2
McCurtain County,30931,10.3395142,21.5
McIntosh County,19451,9.875653762,18.1
Major County,7502,8.922924931,10.7
Marshall County,15882,9.672941671,14.9
Mayes County,39589,10.58630658,14.6
Murray County,13672,9.523105225,13.5
Muskogee County,66354,11.10275932,19.2
Noble County,10896,9.296151028,11.8
Nowata County,9483,9.157256001,15.5
Okfuskee County,11134,9.317758769,26.8
Oklahoma County,802559,13.59556065,16.3
Okmulgee County,36990,10.51840288,18
Osage County,45839,10.73289054,12.3
Ottawa County,30338,10.32015633,20.5
Pawnee County,15757,9.66503999,14.8
Payne County,82794,11.32411087,20.7
Pittsburg County,43613,10.68311055,18.2
Pontotoc County,38141,10.5490451,17.4
Pottawatomie County,73533,11.20548956,14.4
Pushmataha County,10769,9.284426915,18.2
Roger Mills County,3320,8.107720062,15
Rogers County,98836,11.50121719,9.7
Seminole County,23351,10.05839509,20.1
Sequoyah County,39667,10.58827489,19.6
Stephens County,43710,10.68533219,18.9
Texas County,20495,9.927936233,12.9
Tillman County,6977,8.850374304,20.9
Tulsa County,677358,13.42595522,14.7
Wagoner County,86644,11.36956305,9.7
Washington County,53242,10.88260284,16.7
Washita County,10732,9.280985212,15.9
Woods County,8587,9.058004711,14.7
Woodward County,19990,9.902987427,14
Baker County,16938,9.737314897,16
